obj_regio1,obj_newlyConst,obj_yearConstructed,obj_firingTypes,obj_cellar,obj_houseNumber,obj_livingSpace,geo_krs,obj_condition,obj_street,geo_plz,obj_noRooms,obj_telekomInternetProductAvailable,obj_barrierFree,obj_regio3,obj_livingSpaceRange,obj_telekomUploadSpeed,obj_telekomDownloadSpeed,obj_purchasePrice,obj_purchasePrice_per_qm
Niedersachsen,n,1964.0,no_information,n,no_information,110.0,Aurich_Kreis,no_information,no_information,26553.0,6.0,True,n,Dornum,2.0,2.4,16.0,259000.0,2354.5454545454545
Niedersachsen,n,1970.0,oil,y,27,102.86,Wolfsburg,well_kept,Dietzebergweg,38442.0,5.0,True,n,other,2.0,,,385000.0,3742.9515846782033
Niedersachsen,n,1970.0,gas,y,no_information,130.0,Cuxhaven_Kreis,no_information,no_information,21765.0,4.0,True,n,other,3.0,2.4,16.0,169000.0,1300.0
Niedersachsen,n,1900.0,gas,y,no_information,280.0,Lüneburg_Kreis,modernized,no_information,21397.0,6.0,True,n,other,8.0,40.0,100.0,740000.0,2642.8571428571427
Niedersachsen,n,1996.0,gas,n,no_information,110.92,Cloppenburg_Kreis,no_information,no_information,49685.0,3.0,True,n,other,2.0,2.4,16.0,285000.0,2569.419401370357
Niedersachsen,n,1964.0,oil,y,no_information,148.0,Osnabrück_Kreis,well_kept,no_information,49191.0,6.0,True,n,other,4.0,10.0,50.0,229000.0,1547.2972972972973
Niedersachsen,n,1994.0,gas,y,no_information,205.0,Hameln_Pyrmont_Kreis,well_kept,no_information,31787.0,8.0,True,n,Hameln,6.0,40.0,100.0,350000.0,1707.3170731707316
Niedersachsen,n,1990.0,oil,n,no_information,125.6,Osterholz_Kreis,well_kept,no_information,27726.0,3.0,True,n,Worpswede,3.0,2.4,16.0,225000.0,1791.4012738853503
Niedersachsen,n,1881.0,electricity,y,no_information,296.0,Osterode_am_Harz_Kreis,well_kept,no_information,37520.0,12.0,True,n,Osterode_am_Harz,8.0,40.0,100.0,149500.0,505.06756756756755
Niedersachsen,n,1969.0,gas,y,no_information,201.1,Hannover,modernized,no_information,30457.0,6.0,True,n,other,6.0,40.0,100.0,479500.0,2384.3858776728
Niedersachsen,n,1900.0,gas,y,no_information,333.0,Lüneburg_Kreis,well_kept,no_information,21409.0,10.0,True,n,other,8.0,2.4,16.0,395000.0,1186.1861861861862
Niedersachsen,n,1971.0,natural_gas_light,n,no_information,150.0,Aurich_Kreis,well_kept,no_information,26624.0,6.0,True,n,Südbrookmerland,4.0,2.4,16.0,215000.0,1433.3333333333333
Niedersachsen,n,1910.0,gas,y,no_information,127.0,Diepholz_Kreis,need_of_renovation,no_information,28857.0,6.0,True,n,other,3.0,2.4,16.0,209000.0,1645.6692913385828
Niedersachsen,n,1965.0,gas,y,no_information,100.0,Oldenburg_Kreis,well_kept,no_information,26209.0,3.0,True,n,Hatten,1.0,2.4,16.0,250000.0,2500.0
Niedersachsen,n,1960.0,gas,n,no_information,100.0,Cloppenburg_Kreis,no_information,no_information,26676.0,6.0,True,n,Barßel,1.0,2.4,6.0,149000.0,1490.0
Niedersachsen,n,1936.0,no_information,n,no_information,160.0,Wittmund_Kreis,no_information,no_information,26427.0,6.0,True,n,Esens,4.0,2.4,16.0,164000.0,1025.0
Niedersachsen,n,1999.0,gas,n,no_information,140.0,Harburg_Kreis,well_kept,no_information,21395.0,5.0,True,n,other,3.0,2.4,16.0,399000.0,2850.0
Niedersachsen,n,1948.0,gas,n,no_information,120.0,Ammerland_Kreis,well_kept,no_information,26655.0,6.0,False,n,Westerstede,2.0,,,248000.0,2066.6666666666665
Niedersachsen,n,1964.0,gas,n,no_information,110.0,Vechta_Kreis,well_kept,no_information,49377.0,5.0,True,n,other,2.0,2.4,16.0,249000.0,2263.6363636363635
Niedersachsen,n,1978.0,gas,n,no_information,161.0,Ammerland_Kreis,fully_renovated,no_information,26188.0,5.0,True,n,Edewecht,5.0,2.4,16.0,358000.0,2223.6024844720496
Niedersachsen,n,2013.0,gas,n,no_information,160.0,Ammerland_Kreis,mint_condition,no_information,26160.0,6.0,False,n,Bad_Zwischenahn,4.0,,,418000.0,2612.5
Niedersachsen,n,1955.0,gas,y,no_information,140.0,Delmenhorst,modernized,no_information,27753.0,5.0,True,n,other,3.0,40.0,100.0,288000.0,2057.1428571428573
Niedersachsen,n,1976.0,oil,y,no_information,266.0,Gifhorn_Kreis,well_kept,no_information,38471.0,8.0,True,n,Rühen,8.0,40.0,100.0,469000.0,1763.157894736842
Niedersachsen,n,1999.0,gas,n,no_information,100.32,Hannover_Kreis,mint_condition,no_information,31832.0,3.5,True,n,Springe,1.0,40.0,100.0,235000.0,2342.5039872408297
Niedersachsen,n,1964.0,oil,y,no_information,131.0,Peine_Kreis,modernized,no_information,38159.0,4.5,True,n,Vechelde,3.0,2.4,16.0,349000.0,2664.1221374045804
Niedersachsen,n,1938.0,gas,y,no_information,205.0,Rotenburg_Wümme_Kreis,well_kept,no_information,27404.0,6.0,True,n,Zeven,6.0,2.4,16.0,259000.0,1263.4146341463415
Niedersachsen,n,1994.0,gas,n,no_information,128.0,Harburg_Kreis,modernized,no_information,21423.0,4.0,True,n,Winsen_Luhe,3.0,10.0,50.0,530000.0,4140.625
Niedersachsen,y,2020.0,gas,n,no_information,136.0,Osterholz_Kreis,first_time_use,no_information,28865.0,6.0,True,n,Lilienthal,3.0,2.4,16.0,358900.0,2638.970588235294
Niedersachsen,y,2020.0,gas,n,no_information,122.0,Verden_Kreis,first_time_use,no_information,28832.0,4.0,True,n,Achim,3.0,40.0,100.0,385000.0,3155.7377049180327
Niedersachsen,n,2016.0,wood_chips,n,no_information,156.71,Emsland_Kreis,no_information,no_information,49757.0,4.0,True,y,other,4.0,2.4,16.0,215000.0,1371.960946972114
Niedersachsen,n,1880.0,gas,n,no_information,84.0,Lüneburg_Kreis,need_of_renovation,no_information,21354.0,3.0,True,n,other,1.0,2.4,16.0,125000.0,1488.095238095238
Niedersachsen,n,1952.0,gas,y,no_information,145.0,Delmenhorst,well_kept,no_information,27751.0,8.0,True,n,other,4.0,2.4,16.0,280000.0,1931.0344827586207
Niedersachsen,n,1973.0,gas,n,no_information,99.0,Delmenhorst,well_kept,no_information,27755.0,4.0,True,n,other,1.0,2.4,16.0,227000.0,2292.929292929293
Niedersachsen,n,1850.0,gas,n,no_information,160.0,Peine_Kreis,need_of_renovation,no_information,31246.0,6.0,True,n,other,4.0,40.0,100.0,59000.0,368.75
Niedersachsen,y,2019.0,gas,n,no_information,128.15,Ammerland_Kreis,first_time_use,no_information,26160.0,4.0,True,n,Bad_Zwischenahn,3.0,10.0,50.0,370000.0,2887.241513850956
Niedersachsen,n,1982.0,gas,n,42,140.18,Hannover_Kreis,well_kept,Ackerrain,30938.0,5.0,True,n,Burgwedel,3.0,40.0,100.0,279000.0,1990.2981880439434
Niedersachsen,n,1989.0,electricity,y,007,130.0,Hannover_Kreis,well_kept,unbekannt,30926.0,5.0,,y,Seelze,3.0,,,450000.0,3461.5384615384614
Niedersachsen,n,2000.0,no_information,n,no_information,124.0,Osterholz_Kreis,no_information,no_information,28879.0,5.0,True,n,other,3.0,2.4,16.0,379000.0,3056.451612903226
Niedersachsen,n,1966.0,natural_gas_light,y,no_information,132.0,Hameln_Pyrmont_Kreis,fully_renovated,no_information,31848.0,6.0,True,n,Bad_Münder_am_Deister,3.0,10.0,50.0,255000.0,1931.8181818181818
Niedersachsen,n,1988.0,gas,n,no_information,120.0,Oldenburg_Oldenburg,well_kept,no_information,26125.0,4.0,True,n,other,2.0,40.0,100.0,469000.0,3908.3333333333335
Niedersachsen,n,1950.0,oil,y,no_information,100.0,Uelzen_Kreis,modernized,no_information,29556.0,3.0,True,n,other,1.0,2.4,6.0,149000.0,1490.0
Niedersachsen,y,2020.0,,n,x,120.0,Gifhorn_Kreis,negotiable,Hauptstr.,38477.0,4.0,,n,other,2.0,,,350195.0,2918.2916666666665
Niedersachsen,n,1980.0,gas,y,no_information,160.0,Aurich_Kreis,well_kept,no_information,26524.0,5.0,True,n,Hage,4.0,2.4,16.0,259500.0,1621.875
Niedersachsen,n,1971.0,gas,n,no_information,125.0,Aurich_Kreis,well_kept,no_information,26506.0,5.0,True,n,Norden,3.0,40.0,100.0,339500.0,2716.0
Niedersachsen,n,2012.0,gas,n,no_information,110.0,Aurich_Kreis,well_kept,no_information,26506.0,4.0,False,y,Norden,2.0,,,275000.0,2500.0
Niedersachsen,n,1920.0,gas,n,no_information,85.0,Stade_Kreis,no_information,no_information,21640.0,4.0,True,n,other,1.0,2.4,16.0,219000.0,2576.470588235294
Niedersachsen,n,1935.0,gas,n,no_information,90.0,Stade_Kreis,no_information,no_information,21680.0,3.5,True,n,Stade,1.0,40.0,100.0,319000.0,3544.4444444444443
Niedersachsen,n,1912.0,natural_gas_light,n,no_information,320.0,Aurich_Kreis,no_information,no_information,26736.0,8.0,True,n,Krummhörn,8.0,10.0,50.0,255000.0,796.875
Niedersachsen,n,1927.0,oil,y,no_information,330.0,Nienburg_Weser_Kreis,refurbished,no_information,27318.0,8.0,False,n,other,8.0,,,440000.0,1333.3333333333333
Niedersachsen,n,1850.0,wood,y,10,200.0,Holzminden_Kreis,well_kept,Hauptstra&szlig;e,37627.0,10.0,True,n,other,6.0,40.0,100.0,125000.0,625.0
Niedersachsen,n,1974.0,gas,n,no_information,140.0,Wilhelmshaven,no_information,no_information,26388.0,6.0,True,n,other,3.0,40.0,100.0,395000.0,2821.4285714285716
Niedersachsen,n,1972.0,oil,y,no_information,230.0,Harburg_Kreis,well_kept,no_information,21279.0,5.0,False,n,other,7.0,,,450000.0,1956.5217391304348
Niedersachsen,n,1930.0,gas,n,no_information,483.0,Göttingen_Kreis,well_kept,no_information,37139.0,18.0,True,n,other,8.0,40.0,100.0,375000.0,776.3975155279503
Niedersachsen,n,1991.0,gas,n,no_information,135.0,Harburg_Kreis,well_kept,no_information,21395.0,3.5,True,n,other,3.0,,,315000.0,2333.3333333333335
Niedersachsen,n,1948.0,gas,n,no_information,349.0,Delmenhorst,well_kept,no_information,27753.0,14.0,True,n,other,8.0,2.4,16.0,575000.0,1647.56446991404
Niedersachsen,y,2020.0,gas,n,no_information,120.0,Helmstedt_Kreis,first_time_use,no_information,38464.0,4.0,True,n,other,2.0,2.4,16.0,192500.0,1604.1666666666667
Niedersachsen,n,1948.0,gas,n,no_information,184.0,Delmenhorst,well_kept,no_information,27753.0,8.0,True,n,other,6.0,2.4,16.0,490000.0,2663.0434782608695
Niedersachsen,n,1962.0,,y,10,118.0,Hannover_Kreis,refurbished,Im Geh&auml;ge,30853.0,3.5,True,n,Langenhagen,2.0,40.0,100.0,270000.0,2288.135593220339
Niedersachsen,n,1992.0,gas,n,no_information,140.0,Harburg_Kreis,well_kept,no_information,21258.0,3.0,True,n,other,3.0,10.0,50.0,349000.0,2492.8571428571427
Niedersachsen,n,1995.0,gas,n,no_information,171.0,Aurich_Kreis,well_kept,no_information,26736.0,6.0,True,n,Krummhörn,5.0,2.4,16.0,265000.0,1549.7076023391812
Niedersachsen,n,1961.0,oil,y,no_information,219.98,Hannover_Kreis,need_of_renovation,no_information,31832.0,9.0,True,n,Springe,6.0,40.0,100.0,199000.0,904.6276934266753
Niedersachsen,n,1856.0,gas,y,no_information,160.0,Rotenburg_Wümme_Kreis,no_information,no_information,27367.0,5.0,True,n,other,4.0,,,235000.0,1468.75
Niedersachsen,n,1960.0,oil,y,no_information,217.0,Stade_Kreis,no_information,no_information,21684.0,8.0,True,n,Stade,6.0,40.0,100.0,450000.0,2073.7327188940094
Niedersachsen,n,1959.0,no_information,n,no_information,255.0,Hameln_Pyrmont_Kreis,no_information,no_information,31789.0,10.0,True,n,Hameln,7.0,40.0,100.0,285000.0,1117.6470588235295
Niedersachsen,n,1893.0,gas:electricity,n,no_information,114.0,Aurich_Kreis,no_information,no_information,26639.0,8.0,,n,Wiesmoor,2.0,,,140000.0,1228.0701754385964
Niedersachsen,n,1992.0,gas,n,no_information,216.0,Aurich_Kreis,well_kept,no_information,26524.0,6.0,True,n,other,6.0,4.0,16.0,339000.0,1569.4444444444443
Niedersachsen,n,1971.0,gas,y,no_information,210.0,Hannover_Kreis,well_kept,no_information,31275.0,5.0,True,n,Lehrte,6.0,40.0,100.0,670000.0,3190.4761904761904
Niedersachsen,n,2010.0,gas,n,no_information,170.0,Wittmund_Kreis,no_information,no_information,26427.0,6.0,True,n,other,5.0,2.4,6.0,374000.0,2200.0
Niedersachsen,n,1950.0,district_heating,y,no_information,124.85,Wolfsburg,no_information,no_information,38446.0,9.0,True,n,other,3.0,40.0,100.0,225000.0,1802.162595114137
Niedersachsen,n,1983.0,gas,y,no_information,376.36,Vechta_Kreis,no_information,no_information,49401.0,11.0,True,n,other,8.0,,,385000.0,1022.9567435434159
Niedersachsen,n,1911.0,gas,n,no_information,164.49,Osnabrück_Kreis,no_information,no_information,49577.0,5.0,True,n,other,5.0,40.0,100.0,299000.0,1817.7396802237217
Niedersachsen,n,1966.0,gas,y,no_information,210.0,Hannover_Kreis,well_kept,no_information,30974.0,7.0,True,n,other,6.0,2.4,16.0,579000.0,2757.1428571428573
Niedersachsen,n,1985.0,gas,n,no_information,166.29,Osnabrück_Kreis,no_information,no_information,49584.0,5.0,True,y,Fürstenau,5.0,40.0,100.0,296000.0,1780.022851644717
Niedersachsen,n,1975.0,oil,n,no_information,122.0,Wolfenbüttel_Kreis,need_of_renovation,no_information,38302.0,4.0,True,n,Wolfenbüttel,3.0,40.0,100.0,375000.0,3073.7704918032787
Niedersachsen,n,1958.0,gas,n,no_information,108.0,Hameln_Pyrmont_Kreis,well_kept,no_information,31812.0,6.0,True,n,Bad_Pyrmont,2.0,40.0,100.0,230000.0,2129.6296296296296
Niedersachsen,n,1964.0,gas,y,no_information,70.0,Osnabrück_Kreis,no_information,no_information,49593.0,3.0,True,n,other,1.0,2.4,16.0,110000.0,1571.4285714285713
Niedersachsen,n,1990.0,oil,n,no_information,600.0,Peine_Kreis,well_kept,no_information,31249.0,15.0,True,n,other,8.0,2.4,6.0,989000.0,1648.3333333333333
Niedersachsen,n,1741.0,gas,n,34,130.0,Friesland_Kreis,no_information,Kirchstra&szlig;e,26452.0,6.0,True,n,other,3.0,2.4,6.0,125000.0,961.5384615384615
Niedersachsen,n,1977.0,gas,y,25,124.0,Hannover_Kreis,well_kept,Bockstra&szlig;e,30966.0,4.0,True,n,Hemmingen,3.0,2.4,16.0,369000.0,2975.8064516129034
Niedersachsen,n,2011.0,,n,no_information,158.0,Hannover_Kreis,mint_condition,no_information,30916.0,5.0,True,n,Isernhagen,4.0,40.0,100.0,565000.0,3575.9493670886077
Niedersachsen,n,1971.0,oil,y,no_information,180.0,Gifhorn_Kreis,modernized,no_information,38547.0,7.0,True,n,other,5.0,,,525000.0,2916.6666666666665
Niedersachsen,n,1895.0,no_information,n,no_information,160.0,Stade_Kreis,no_information,no_information,21726.0,5.0,True,n,other,4.0,10.0,50.0,99750.0,623.4375
Niedersachsen,n,1981.0,district_heating,y,no_information,133.0,Emsland_Kreis,no_information,no_information,49740.0,6.0,True,n,Haselünne,3.0,,,159000.0,1195.4887218045112
Niedersachsen,n,1999.0,gas,y,no_information,240.0,Salzgitter,well_kept,no_information,38228.0,9.0,True,n,Lebenstedt,7.0,40.0,100.0,499000.0,2079.1666666666665
Niedersachsen,n,1961.0,gas,n,no_information,90.0,Hannover_Kreis,well_kept,no_information,30855.0,4.0,True,n,Langenhagen,1.0,40.0,100.0,230000.0,2555.5555555555557
Niedersachsen,n,1984.0,gas,y,no_information,220.0,Hannover_Kreis,well_kept,no_information,30989.0,9.0,True,n,Gehrden,6.0,2.4,16.0,590000.0,2681.818181818182
Niedersachsen,n,1983.0,gas,y,no_information,132.0,Schaumburg_Kreis,modernized,no_information,31683.0,5.0,True,y,other,3.0,40.0,100.0,315000.0,2386.3636363636365
Niedersachsen,n,2010.0,gas,n,no_information,141.0,Friesland_Kreis,mint_condition,no_information,26345.0,6.0,True,n,other,4.0,2.4,16.0,298000.0,2113.4751773049647
Niedersachsen,n,1973.0,oil,n,no_information,846.0,Osnabrück_Kreis,well_kept,no_information,49324.0,30.0,True,n,Melle,8.0,2.4,16.0,1395000.0,1648.936170212766
Niedersachsen,n,1994.0,gas,n,no_information,193.02,Celle_Kreis,well_kept,no_information,29336.0,7.0,True,n,other,6.0,10.0,50.0,385000.0,1994.6119573101232
Niedersachsen,n,1996.0,gas,n,3,160.0,Celle_Kreis,well_kept,Danziger Platz,29339.0,5.0,True,n,other,4.0,40.0,100.0,329000.0,2056.25
Niedersachsen,n,1968.0,gas,n,no_information,138.0,Wesermarsch_Kreis,no_information,no_information,27809.0,6.0,True,n,other,3.0,,,245000.0,1775.3623188405797
Niedersachsen,n,1952.0,oil,y,no_information,179.0,Schaumburg_Kreis,modernized,no_information,31598.0,7.0,True,n,other,5.0,40.0,100.0,255000.0,1424.5810055865923
Niedersachsen,y,2020.0,solar_heating:gas,n,no_information,180.85,Peine_Kreis,mint_condition,no_information,38159.0,5.0,True,n,Vechelde,5.0,40.0,100.0,569000.0,3146.25380149295
Niedersachsen,n,1977.0,electricity,n,3,69.0,Hannover_Kreis,well_kept,Seerosenweg,31515.0,3.0,True,y,Wunstorf,1.0,40.0,100.0,245000.0,3550.7246376811595
Niedersachsen,n,2000.0,gas,n,no_information,118.0,Lüchow_Dannenberg_Kreis,well_kept,no_information,29451.0,4.0,True,y,Dannenberg_Elbe,2.0,40.0,100.0,240000.0,2033.8983050847457
Niedersachsen,n,1980.0,gas,n,no_information,260.0,Hannover_Kreis,well_kept,no_information,30900.0,6.0,True,y,Wedemark,7.0,2.4,16.0,660000.0,2538.4615384615386
Niedersachsen,n,1963.0,oil,y,25 A,197.0,Heidekreis,no_information,Bergstr.,29664.0,8.0,True,n,Walsrode,6.0,40.0,100.0,168000.0,852.7918781725888
Niedersachsen,n,1913.0,oil,n,no_information,410.0,Cuxhaven_Kreis,well_kept,no_information,27639.0,18.0,True,n,other,8.0,2.4,16.0,519000.0,1265.8536585365853
Niedersachsen,n,1968.0,natural_gas_light,y,14,104.0,Peine_Kreis,refurbished,Glatzer Str.,38268.0,5.0,False,n,other,2.0,,,319000.0,3067.3076923076924
Niedersachsen,n,1991.0,gas,n,no_information,190.25,Hannover_Kreis,well_kept,no_information,30974.0,7.5,True,n,other,6.0,40.0,100.0,530000.0,2785.80814717477
Niedersachsen,n,1864.0,gas,n,no_information,315.0,Celle_Kreis,well_kept,no_information,29229.0,11.0,True,n,Celle,8.0,2.4,16.0,419000.0,1330.1587301587301
Niedersachsen,n,2000.0,gas,n,6 a,138.0,Cuxhaven_Kreis,well_kept,Lehnstedter Stra&szlig;e,27628.0,5.0,False,n,other,3.0,,,259400.0,1879.7101449275362
Niedersachsen,n,1957.0,gas,y,2,285.0,Hameln_Pyrmont_Kreis,no_information,Magister-Herr-Stra&szlig;e,31787.0,8.0,True,n,Hameln,8.0,40.0,100.0,395000.0,1385.9649122807018
Niedersachsen,n,1978.0,oil,y,20 c,88.0,Peine_Kreis,modernized,An den &Auml;ckern,31224.0,4.0,False,n,Peine,1.0,,,288000.0,3272.7272727272725
Niedersachsen,n,1935.0,gas,n,no_information,180.0,Northeim_Kreis,no_information,no_information,37581.0,12.0,True,n,Bad_Gandersheim,5.0,40.0,100.0,125000.0,694.4444444444445
Niedersachsen,n,1915.0,gas,n,no_information,205.0,Wittmund_Kreis,no_information,no_information,26409.0,9.0,True,n,Wittmund,6.0,2.4,16.0,200000.0,975.609756097561
Niedersachsen,n,1950.0,gas,n,no_information,350.0,Osterode_am_Harz_Kreis,well_kept,no_information,37412.0,11.0,True,n,Herzberg_am_Harz,8.0,40.0,100.0,450000.0,1285.7142857142858
Niedersachsen,n,1968.0,gas,y,no_information,180.0,Heidekreis,well_kept,no_information,29633.0,6.0,True,n,other,5.0,2.4,16.0,215000.0,1194.4444444444443
Niedersachsen,n,1969.0,no_information,n,7,184.0,Hannover_Kreis,fully_renovated,Hauptstr.,30880.0,7.0,True,n,Laatzen,6.0,40.0,100.0,395000.0,2146.7391304347825
Niedersachsen,n,2000.0,gas,n,no_information,130.0,Hannover_Kreis,modernized,no_information,30966.0,4.0,True,n,Hemmingen,3.0,2.4,16.0,485000.0,3730.769230769231
Niedersachsen,n,1973.0,electricity,n,no_information,105.0,Celle_Kreis,modernized,no_information,29328.0,3.5,False,n,other,2.0,,,135000.0,1285.7142857142858
Niedersachsen,n,2005.0,electricity,n,no_information,155.0,Cuxhaven_Kreis,well_kept,no_information,27639.0,5.0,True,n,other,4.0,2.4,16.0,243000.0,1567.741935483871
Niedersachsen,n,1992.0,natural_gas_light,n,no_information,203.0,Oldenburg_Oldenburg,no_information,no_information,26131.0,6.0,True,n,other,6.0,2.4,16.0,549000.0,2704.4334975369457
Niedersachsen,n,1977.0,oil,y,no_information,110.0,Cuxhaven_Kreis,no_information,no_information,27624.0,4.0,True,n,other,2.0,2.4,16.0,185000.0,1681.8181818181818
Niedersachsen,n,1964.0,oil,y,no_information,145.0,Diepholz_Kreis,well_kept,no_information,28816.0,5.0,True,n,Stuhr,4.0,40.0,100.0,595000.0,4103.448275862069
Niedersachsen,n,1988.0,gas,y,no_information,141.01,Hannover_Kreis,well_kept,no_information,30853.0,5.0,True,n,Langenhagen,4.0,40.0,100.0,389000.0,2758.669597900858
Niedersachsen,n,1934.0,gas,n,no_information,200.0,Lüchow_Dannenberg_Kreis,well_kept,no_information,29485.0,4.0,False,n,other,6.0,,,300000.0,1500.0
Niedersachsen,n,1900.0,no_information,n,no_information,180.0,Lüneburg_Kreis,no_information,no_information,21522.0,4.0,,n,other,5.0,,,325000.0,1805.5555555555557
Niedersachsen,n,1960.0,oil,n,no_information,120.0,Cuxhaven_Kreis,negotiable,no_information,27619.0,4.0,True,n,Schiffdorf,2.0,2.4,16.0,169000.0,1408.3333333333333
Niedersachsen,n,1965.0,oil,y,no_information,194.0,Wolfenbüttel_Kreis,well_kept,no_information,38321.0,8.0,True,n,other,6.0,2.4,16.0,269000.0,1386.5979381443299
Niedersachsen,n,1975.0,no_information,y,no_information,230.0,Harburg_Kreis,fully_renovated,no_information,21279.0,5.5,True,n,other,7.0,2.4,16.0,890000.0,3869.5652173913045
Niedersachsen,n,1961.0,gas,n,no_information,135.9,Leer_Kreis,refurbished,no_information,26802.0,5.0,False,n,Moormerland,3.0,,,239900.0,1765.2685798381162
Niedersachsen,y,2020.0,,n,no_information,146.0,Hameln_Pyrmont_Kreis,no_information,no_information,31832.0,5.0,True,n,Salzhemmendorf,4.0,2.4,16.0,229121.0,1569.3219178082193
Niedersachsen,y,2020.0,,n,no_information,166.0,Holzminden_Kreis,no_information,no_information,37639.0,5.0,True,n,other,5.0,40.0,100.0,235829.0,1420.6566265060242
Niedersachsen,n,1994.0,gas,n,no_information,97.0,Diepholz_Kreis,well_kept,no_information,28816.0,4.0,True,n,Stuhr,1.0,2.4,16.0,239000.0,2463.917525773196
Niedersachsen,n,1968.0,gas,y,no_information,142.08,Hannover,well_kept,no_information,30419.0,6.0,True,n,other,4.0,40.0,100.0,399000.0,2808.2770270270266
Niedersachsen,n,1977.0,gas,n,no_information,180.0,Ammerland_Kreis,fully_renovated,no_information,26180.0,5.0,True,n,Rastede,5.0,2.4,16.0,319000.0,1772.2222222222222
Niedersachsen,n,1958.0,gas,y,no_information,120.0,Oldenburg_Kreis,well_kept,no_information,26197.0,5.0,True,n,Großenkneten,2.0,2.4,16.0,235000.0,1958.3333333333333
Niedersachsen,n,1959.0,gas,y,no_information,170.0,Verden_Kreis,mint_condition,no_information,28832.0,6.0,True,n,Achim,5.0,2.4,16.0,525000.0,3088.235294117647
Niedersachsen,n,2014.0,solar_heating:gas,n,no_information,138.07,Lüneburg_Kreis,modernized,no_information,21394.0,4.0,True,n,other,3.0,40.0,100.0,399000.0,2889.8384877236185
Niedersachsen,y,2020.0,gas,n,46,878.85,Cloppenburg_Kreis,mint_condition,Sevelter Stra&szlig;e,49661.0,19.5,True,n,other,8.0,2.4,16.0,2600000.0,2958.411560562098
Niedersachsen,n,1855.0,geothermal,y,no_information,241.0,Nienburg_Weser_Kreis,refurbished,no_information,31608.0,5.0,True,n,other,7.0,10.0,50.0,999999.0,4149.3734439834025
Niedersachsen,n,1910.0,gas,y,no_information,215.0,Rotenburg_Wümme_Kreis,well_kept,no_information,27404.0,10.0,True,n,Zeven,6.0,2.4,16.0,549000.0,2553.4883720930234
Niedersachsen,n,1987.0,no_information,y,no_information,137.0,Harburg_Kreis,modernized,no_information,21629.0,5.0,True,n,Neu_Wulmstorf,3.0,40.0,100.0,425000.0,3102.189781021898
Niedersachsen,n,1896.0,gas:district_heating,y,no_information,190.0,Heidekreis,refurbished,no_information,29693.0,6.0,False,n,other,6.0,,,239000.0,1257.8947368421052
Niedersachsen,n,2001.0,gas,n,no_information,118.0,Hannover_Kreis,well_kept,no_information,31535.0,4.0,True,n,Neustadt_am_Rübenberge,2.0,40.0,100.0,329000.0,2788.135593220339
Niedersachsen,n,1974.0,gas,n,no_information,155.0,Ammerland_Kreis,no_information,no_information,26180.0,9.0,True,n,Rastede,4.0,2.4,16.0,328000.0,2116.1290322580644
Niedersachsen,n,1961.0,no_information,n,no_information,135.0,Hannover_Kreis,need_of_renovation,no_information,31535.0,5.0,False,n,Neustadt_am_Rübenberge,3.0,,,179000.0,1325.9259259259259
Niedersachsen,n,1976.0,oil,n,no_information,120.0,Hannover_Kreis,no_information,no_information,31535.0,4.0,True,n,Neustadt_am_Rübenberge,2.0,2.4,6.0,199000.0,1658.3333333333333
Niedersachsen,n,1953.0,gas,y,no_information,133.0,Celle_Kreis,modernized,no_information,29355.0,5.5,True,n,other,3.0,10.0,50.0,229000.0,1721.8045112781954
Niedersachsen,n,2013.0,gas,n,no_information,183.0,Rotenburg_Wümme_Kreis,mint_condition,no_information,27383.0,5.0,True,n,Scheeßel,6.0,2.4,16.0,499000.0,2726.775956284153
Niedersachsen,y,2021.0,,n,no_information,164.0,Hannover_Kreis,first_time_use,no_information,30938.0,4.0,True,y,Burgwedel,5.0,40.0,100.0,664900.0,4054.268292682927
Niedersachsen,n,1954.0,oil,n,no_information,280.01,Celle_Kreis,modernized,no_information,29331.0,7.0,True,n,other,8.0,2.4,6.0,420000.0,1499.9464304846256
Niedersachsen,n,1987.0,gas,y,no_information,259.0,Leer_Kreis,no_information,no_information,26802.0,8.0,True,n,Moormerland,7.0,2.4,16.0,350000.0,1351.3513513513512
Niedersachsen,n,2014.0,gas,n,no_information,123.0,Gifhorn_Kreis,no_information,no_information,38471.0,4.0,True,n,Rühen,3.0,40.0,100.0,395000.0,3211.3821138211383
Niedersachsen,n,1973.0,oil,y,no_information,190.0,Hameln_Pyrmont_Kreis,well_kept,no_information,31789.0,5.0,True,n,Hameln,6.0,2.4,16.0,260000.0,1368.421052631579
Niedersachsen,n,1994.0,gas,n,no_information,265.0,Ammerland_Kreis,well_kept,no_information,26180.0,11.0,False,n,Rastede,8.0,,,449000.0,1694.3396226415093
Niedersachsen,n,2004.0,gas,n,no_information,133.34,Osterholz_Kreis,no_information,no_information,28790.0,4.0,True,n,Schwanewede,3.0,2.4,16.0,299000.0,2242.3878806059697
Niedersachsen,n,1965.0,gas,y,no_information,277.0,Harburg_Kreis,modernized,no_information,21220.0,5.0,True,n,Seevetal,8.0,2.4,16.0,799000.0,2884.476534296029
Niedersachsen,y,2019.0,gas,n,no_information,94.0,Aurich_Kreis,no_information,no_information,26629.0,3.0,False,n,Großefehn,1.0,,,279000.0,2968.0851063829787
Niedersachsen,n,2003.0,district_heating,n,no_information,140.0,Hannover,well_kept,no_information,30657.0,4.0,True,n,other,3.0,2.4,16.0,410000.0,2928.5714285714284
