obj_newlyConst,obj_yearConstructed,obj_firingTypes,obj_cellar,obj_livingSpace,geo_krs,obj_condition,geo_plz,obj_noRooms,obj_telekomInternetProductAvailable,obj_barrierFree,obj_regio3,obj_livingSpaceRange,obj_telekomUploadSpeed,obj_telekomDownloadSpeed,obj_purchasePrice,obj_purchasePrice_per_qm,obj_hasInternetData,firingType_grouped
n,1993.0,natural_gas_light,n,140.0,Ammerland_Kreis,fully_renovated,26180.0,4.0,1.0,n,Rastede,3.0,2.4,16.0,325000.0,2321.428571428572,1,gas
n,2004.0,gas,n,109.0,Ammerland_Kreis,well_kept,26160.0,4.0,1.0,n,Bad_Zwischenahn,2.0,10.0,50.0,279000.0,2559.633027522936,1,gas
n,1900.0,unknown,n,365.0,Ammerland_Kreis,modernized,26180.0,8.0,1.0,y,Rastede,8.0,2.4,16.0,597000.0,1635.6164383561645,1,unknown
n,1969.0,unknown,n,139.74,Ammerland_Kreis,unknown,26160.0,4.0,unknown,n,Bad_Zwischenahn,3.0,0.0,0.0,188000.0,1345.3556605123802,0,unknown
y,2021.0,unknown,n,106.93,Ammerland_Kreis,unknown,26689.0,4.0,1.0,n,Apen,2.0,2.4,6.0,399900.0,3739.8297951931168,1,unknown
n,1969.0,gas,y,162.81,Ammerland_Kreis,unknown,26160.0,6.0,1.0,n,Bad_Zwischenahn,5.0,10.0,50.0,459000.0,2819.2371475953564,1,gas
n,2002.0,gas,n,151.97,Ammerland_Kreis,well_kept,26160.0,4.0,1.0,n,Bad_Zwischenahn,4.0,10.0,50.0,498000.0,3276.962558399684,1,gas
n,1993.0,gas,n,113.0,Ammerland_Kreis,modernized,26655.0,5.0,1.0,n,Westerstede,2.0,40.0,100.0,279000.0,2469.026548672566,1,gas
n,1962.0,natural_gas_light,n,143.0,Ammerland_Kreis,well_kept,26160.0,5.0,1.0,n,Bad_Zwischenahn,4.0,2.4,16.0,467000.0,3265.7342657342656,1,gas
n,1948.0,gas,n,120.0,Ammerland_Kreis,well_kept,26655.0,6.0,0.0,n,Westerstede,2.0,0.0,0.0,248000.0,2066.6666666666665,0,gas
n,1978.0,gas,n,161.0,Ammerland_Kreis,fully_renovated,26188.0,5.0,1.0,n,Edewecht,5.0,2.4,16.0,358000.0,2223.6024844720496,1,gas
n,2013.0,gas,n,160.0,Ammerland_Kreis,mint_condition,26160.0,6.0,0.0,n,Bad_Zwischenahn,4.0,0.0,0.0,418000.0,2612.5,0,gas
y,2019.0,gas,n,128.15,Ammerland_Kreis,first_time_use,26160.0,4.0,1.0,n,Bad_Zwischenahn,3.0,10.0,50.0,370000.0,2887.241513850956,1,gas
n,1977.0,gas,n,180.0,Ammerland_Kreis,fully_renovated,26180.0,5.0,1.0,n,Rastede,5.0,2.4,16.0,319000.0,1772.2222222222222,1,gas
n,1974.0,gas,n,155.0,Ammerland_Kreis,unknown,26180.0,9.0,1.0,n,Rastede,4.0,2.4,16.0,328000.0,2116.1290322580644,1,gas
n,1994.0,gas,n,265.0,Ammerland_Kreis,well_kept,26180.0,11.0,0.0,n,Rastede,8.0,0.0,0.0,449000.0,1694.339622641509,0,gas
n,1983.0,unknown,y,156.0,Ammerland_Kreis,well_kept,26160.0,6.0,1.0,n,Bad_Zwischenahn,4.0,10.0,50.0,369000.0,2365.3846153846152,1,unknown
n,2001.0,gas,n,110.0,Ammerland_Kreis,well_kept,26160.0,3.0,1.0,y,Bad_Zwischenahn,2.0,10.0,50.0,349000.0,3172.7272727272725,1,gas
n,1962.0,natural_gas_light,n,143.0,Ammerland_Kreis,well_kept,26160.0,5.0,1.0,n,Bad_Zwischenahn,4.0,2.4,16.0,467000.0,3265.7342657342656,1,gas
n,1978.0,gas,y,179.0,Ammerland_Kreis,well_kept,26215.0,8.0,1.0,n,other,5.0,40.0,100.0,449500.0,2511.1731843575417,1,gas
n,1974.0,gas,n,272.9,Ammerland_Kreis,well_kept,26689.0,8.0,1.0,n,Apen,8.0,2.4,16.0,379000.0,1388.787101502382,1,gas
y,2020.0,gas,n,369.0,Ammerland_Kreis,unknown,26188.0,17.0,1.0,n,Edewecht,8.0,2.4,16.0,1095000.0,2967.479674796748,1,gas
n,2007.0,unknown,n,105.0,Ammerland_Kreis,unknown,26655.0,3.0,1.0,n,Westerstede,2.0,40.0,100.0,319900.0,3046.6666666666665,1,unknown
n,1898.0,gas,y,339.0,Ammerland_Kreis,need_of_renovation,26160.0,9.0,1.0,n,Bad_Zwischenahn,8.0,10.0,50.0,650000.0,1917.4041297935105,1,gas
n,1959.0,gas,y,152.0,Ammerland_Kreis,well_kept,26188.0,4.0,1.0,n,Edewecht,4.0,2.4,6.0,275000.0,1809.2105263157891,1,gas
n,1901.0,gas,n,142.0,Ammerland_Kreis,well_kept,26180.0,5.0,0.0,n,Rastede,4.0,0.0,0.0,179000.0,1260.56338028169,0,gas
n,1998.0,gas,n,108.87,Ammerland_Kreis,unknown,26160.0,4.0,1.0,n,Bad_Zwischenahn,2.0,10.0,50.0,319000.0,2930.100119408469,1,gas
n,1960.0,gas,n,211.65,Ammerland_Kreis,well_kept,26689.0,7.0,1.0,n,Apen,6.0,2.4,16.0,360000.0,1700.921332388377,1,gas
n,2018.0,unknown,n,125.0,Ammerland_Kreis,first_time_use,26689.0,4.0,0.0,y,Apen,3.0,0.0,0.0,328000.0,2624.0,0,unknown
n,2018.0,unknown,n,89.0,Ammerland_Kreis,first_time_use,26689.0,3.0,0.0,y,Apen,1.0,0.0,0.0,205000.0,2303.370786516854,0,unknown
y,2020.0,unknown,n,145.0,Ammerland_Kreis,unknown,26160.0,4.0,1.0,n,Bad_Zwischenahn,4.0,2.4,16.0,359600.0,2480.0,1,unknown
n,1935.0,gas,n,135.0,Ammerland_Kreis,unknown,26689.0,4.0,1.0,n,Apen,3.0,2.4,16.0,187000.0,1385.1851851851852,1,gas
n,2004.0,gas,n,199.4,Ammerland_Kreis,well_kept,26160.0,4.0,1.0,n,Bad_Zwischenahn,6.0,10.0,50.0,839000.0,4207.6228686058175,1,gas
n,1968.0,natural_gas_light,y,125.0,Ammerland_Kreis,well_kept,26180.0,5.0,1.0,n,Rastede,3.0,2.4,16.0,199000.0,1592.0,1,gas
n,2017.0,gas,n,315.0,Ammerland_Kreis,unknown,26655.0,10.0,1.0,n,Westerstede,8.0,2.4,6.0,785000.0,2492.063492063492,1,gas
n,1992.0,unknown,n,120.0,Ammerland_Kreis,unknown,26188.0,4.0,1.0,n,Edewecht,2.0,40.0,100.0,389000.0,3241.6666666666665,1,unknown
y,2020.0,unknown,n,155.0,Ammerland_Kreis,first_time_use,26655.0,5.0,0.0,y,Westerstede,4.0,0.0,0.0,365000.0,2354.8387096774195,0,unknown
y,2020.0,geothermal,n,125.0,Ammerland_Kreis,first_time_use,26655.0,4.0,1.0,y,Westerstede,3.0,40.0,100.0,295000.0,2360.0,1,erneuerbar
n,1976.0,gas,n,179.0,Ammerland_Kreis,unknown,26188.0,5.0,1.0,n,Edewecht,5.0,2.4,16.0,255000.0,1424.5810055865925,1,gas
n,2012.0,gas,n,153.83,Ammerland_Kreis,mint_condition,26215.0,5.0,1.0,n,other,4.0,40.0,100.0,449000.0,2918.8064746798414,1,gas
n,1986.0,gas,y,160.0,Ammerland_Kreis,need_of_renovation,26188.0,7.0,1.0,n,Edewecht,4.0,40.0,100.0,349000.0,2181.25,1,gas
n,1979.0,gas,y,165.0,Ammerland_Kreis,well_kept,26188.0,18.0,1.0,n,Edewecht,5.0,2.4,16.0,699000.0,4236.363636363636,1,gas
n,2016.0,gas,n,150.0,Ammerland_Kreis,mint_condition,26188.0,6.0,unknown,y,Edewecht,4.0,0.0,0.0,429000.0,2860.0,0,gas
n,1908.0,gas,y,158.61,Ammerland_Kreis,well_kept,26180.0,6.0,1.0,n,Rastede,4.0,2.4,16.0,349000.0,2200.3656768173505,1,gas
n,1998.0,gas,n,107.0,Ammerland_Kreis,well_kept,26655.0,4.0,0.0,n,Westerstede,2.0,0.0,0.0,249000.0,2327.1028037383176,0,gas
n,1997.0,gas,n,103.51,Ammerland_Kreis,well_kept,26689.0,4.0,1.0,n,Apen,2.0,2.4,6.0,189000.0,1825.91054004444,1,gas
n,1998.0,gas,n,101.0,Ammerland_Kreis,fully_renovated,26689.0,4.0,1.0,n,Apen,2.0,2.4,16.0,145000.0,1435.6435643564355,1,gas
n,1969.0,gas,n,200.0,Ammerland_Kreis,well_kept,26180.0,7.0,1.0,n,Rastede,6.0,2.4,16.0,679000.0,3395.0,1,gas
y,2019.0,gas,n,170.0,Ammerland_Kreis,first_time_use,26180.0,5.0,unknown,n,Rastede,5.0,0.0,0.0,499000.0,2935.294117647059,0,gas
n,1959.0,gas,n,216.84,Ammerland_Kreis,unknown,26180.0,8.0,1.0,n,Rastede,6.0,2.4,16.0,399000.0,1840.066408411732,1,gas
n,2001.0,gas,n,140.0,Ammerland_Kreis,unknown,26160.0,3.0,1.0,n,Bad_Zwischenahn,3.0,10.0,50.0,319000.0,2278.5714285714284,1,gas
n,1969.0,gas,n,151.0,Ammerland_Kreis,well_kept,26180.0,7.0,1.0,n,Rastede,4.0,2.4,16.0,299000.0,1980.132450331126,1,gas
n,1964.0,gas,n,118.0,Ammerland_Kreis,unknown,26160.0,5.0,1.0,n,Bad_Zwischenahn,2.0,10.0,50.0,259500.0,2199.1525423728813,1,gas
n,1964.0,gas,y,105.0,Ammerland_Kreis,well_kept,26655.0,4.0,1.0,n,Westerstede,2.0,40.0,100.0,199000.0,1895.2380952380952,1,gas
n,1998.0,gas,n,150.0,Ammerland_Kreis,well_kept,26655.0,5.0,0.0,n,Westerstede,4.0,0.0,0.0,320000.0,2133.333333333333,0,gas
n,1990.0,geothermal,n,302.0,Ammerland_Kreis,well_kept,26215.0,9.0,1.0,n,other,8.0,40.0,100.0,895000.0,2963.5761589403974,1,erneuerbar
n,1978.0,unknown,y,357.0,Ammerland_Kreis,well_kept,26160.0,9.0,1.0,n,Bad_Zwischenahn,8.0,10.0,50.0,730000.0,2044.8179271708684,1,unknown
n,2000.0,unknown,n,135.0,Ammerland_Kreis,need_of_renovation,26188.0,5.0,1.0,n,Edewecht,3.0,40.0,100.0,375000.0,2777.777777777778,1,unknown
n,1620.0,unknown,n,300.0,Ammerland_Kreis,unknown,26180.0,8.0,1.0,n,Rastede,8.0,10.0,50.0,1275000.0,4250.0,1,unknown
n,1981.0,gas,n,152.7,Ammerland_Kreis,modernized,26160.0,5.0,1.0,n,Bad_Zwischenahn,4.0,10.0,50.0,395000.0,2586.771447282253,1,gas
n,1977.0,gas,n,187.0,Ammerland_Kreis,well_kept,26160.0,7.0,1.0,y,Bad_Zwischenahn,6.0,10.0,50.0,320000.0,1711.2299465240642,1,gas
n,1958.0,gas,n,95.0,Ammerland_Kreis,well_kept,26215.0,5.0,1.0,n,other,1.0,40.0,100.0,249000.0,2621.0526315789475,1,gas
n,1964.0,gas,y,197.0,Ammerland_Kreis,modernized,26188.0,6.0,1.0,n,Edewecht,6.0,40.0,100.0,485000.0,2461.9289340101523,1,gas
n,1820.0,gas,n,258.0,Ammerland_Kreis,unknown,26180.0,7.0,1.0,n,Rastede,7.0,2.4,16.0,699000.0,2709.3023255813955,1,gas
n,1996.0,gas,n,207.0,Ammerland_Kreis,well_kept,26180.0,6.0,1.0,n,Rastede,6.0,2.4,16.0,398000.0,1922.7053140096616,1,gas
n,2006.0,gas,n,256.0,Ammerland_Kreis,mint_condition,26689.0,9.0,1.0,n,Apen,7.0,2.4,16.0,449000.0,1753.90625,1,gas
n,1961.0,gas,y,200.0,Ammerland_Kreis,unknown,26655.0,6.0,1.0,n,Westerstede,6.0,2.4,16.0,490000.0,2450.0,1,gas
n,1965.0,gas:oil,y,452.0,Ammerland_Kreis,unknown,26180.0,13.0,0.0,n,Rastede,8.0,0.0,0.0,687450.0,1520.9070796460178,0,gas
n,1983.0,natural_gas_light,n,180.0,Ammerland_Kreis,fully_renovated,26180.0,4.0,0.0,n,Rastede,5.0,0.0,0.0,439000.0,2438.8888888888887,0,gas
n,1969.0,gas,y,175.0,Ammerland_Kreis,well_kept,26160.0,5.0,1.0,n,Bad_Zwischenahn,5.0,40.0,100.0,450000.0,2571.428571428572,1,gas
n,1996.0,oil,n,340.0,Ammerland_Kreis,well_kept,26180.0,11.0,0.0,n,Rastede,8.0,0.0,0.0,1299000.0,3820.5882352941176,0,oil
n,1898.0,gas,y,205.0,Ammerland_Kreis,unknown,26180.0,9.0,1.0,n,Rastede,6.0,2.4,16.0,559000.0,2726.829268292683,1,gas
n,1929.0,gas,n,186.0,Ammerland_Kreis,well_kept,26160.0,7.0,1.0,n,Bad_Zwischenahn,6.0,10.0,50.0,599000.0,3220.430107526882,1,gas
n,2010.0,gas,n,216.0,Ammerland_Kreis,well_kept,26180.0,8.0,1.0,n,Rastede,6.0,2.4,16.0,599900.0,2777.314814814815,1,gas
n,2009.0,electricity,n,129.23,Ammerland_Kreis,unknown,26160.0,4.0,0.0,n,Bad_Zwischenahn,3.0,0.0,0.0,765000.0,5919.678093321984,0,strom
n,1956.0,gas,n,105.07,Ammerland_Kreis,need_of_renovation,26655.0,5.0,1.0,n,Westerstede,2.0,2.4,16.0,144000.0,1370.5148948320168,1,gas
n,1997.0,gas,n,110.72,Ammerland_Kreis,unknown,26188.0,5.0,1.0,n,Edewecht,2.0,2.4,16.0,189000.0,1707.0086705202311,1,gas
n,1969.0,electricity,y,88.5,Ammerland_Kreis,well_kept,26215.0,5.0,0.0,n,other,1.0,0.0,0.0,140000.0,1581.9209039548025,0,strom
y,2019.0,gas,n,104.0,Ammerland_Kreis,first_time_use,26160.0,4.0,0.0,n,Bad_Zwischenahn,2.0,0.0,0.0,279000.0,2682.692307692308,0,gas
n,1998.0,wood,n,151.57,Ammerland_Kreis,well_kept,26188.0,4.0,0.0,n,Edewecht,4.0,0.0,0.0,359000.0,2368.542587583295,0,erneuerbar
n,1999.0,gas,n,126.0,Ammerland_Kreis,well_kept,26160.0,4.0,1.0,n,Bad_Zwischenahn,3.0,10.0,50.0,329000.0,2611.1111111111118,1,gas
n,2001.0,gas,n,134.02,Ammerland_Kreis,well_kept,26160.0,6.0,1.0,n,Bad_Zwischenahn,3.0,10.0,50.0,359000.0,2678.704670944635,1,gas
n,1954.0,gas,y,170.79,Ammerland_Kreis,mint_condition,26160.0,6.0,1.0,n,Bad_Zwischenahn,5.0,40.0,100.0,419000.0,2453.3052286433635,1,gas
n,2012.0,gas,n,122.0,Ammerland_Kreis,mint_condition,26160.0,2.0,1.0,n,Bad_Zwischenahn,3.0,40.0,100.0,358000.0,2934.4262295081967,1,gas
n,2008.0,gas,n,268.0,Ammerland_Kreis,mint_condition,26689.0,7.0,1.0,n,Apen,8.0,2.4,16.0,378000.0,1410.44776119403,1,gas
n,1983.0,gas,y,282.0,Ammerland_Kreis,well_kept,26215.0,5.0,1.0,n,other,8.0,40.0,100.0,448000.0,1588.6524822695037,1,gas
n,1996.0,gas,n,158.0,Ammerland_Kreis,well_kept,26215.0,5.0,1.0,n,other,4.0,2.4,16.0,339000.0,2145.5696202531644,1,gas
n,1821.0,unknown,n,515.0,Ammerland_Kreis,refurbished,26180.0,10.0,1.0,n,Rastede,8.0,2.4,16.0,715000.0,1388.3495145631068,1,unknown
n,1915.0,gas,y,292.12,Aurich_Kreis,refurbished,26529.0,8.0,1.0,n,other,8.0,0.0,0.0,499900.0,1711.2830343694372,0,gas
n,1964.0,gas,n,147.5,Aurich_Kreis,fully_renovated,26603.0,7.0,1.0,n,Aurich,4.0,2.4,16.0,295000.0,2000.0,1,gas
n,1999.0,gas,n,202.0,Aurich_Kreis,unknown,26629.0,7.0,1.0,y,Großefehn,6.0,2.4,16.0,379000.0,1876.237623762376,1,gas
n,1994.0,gas,n,75.0,Aurich_Kreis,well_kept,26629.0,3.0,1.0,n,Großefehn,1.0,2.4,16.0,119000.0,1586.6666666666667,1,gas
n,1964.0,gas,n,110.0,Aurich_Kreis,unknown,26529.0,4.0,1.0,n,other,2.0,2.4,16.0,149900.0,1362.7272727272727,1,gas
n,1960.0,gas,n,159.0,Aurich_Kreis,well_kept,26629.0,6.0,0.0,n,Großefehn,4.0,0.0,0.0,259000.0,1628.9308176100628,0,gas
n,1960.0,gas,n,159.0,Aurich_Kreis,well_kept,26629.0,6.0,0.0,n,Großefehn,4.0,0.0,0.0,229000.0,1440.251572327044,0,gas
n,1954.0,gas,n,100.0,Aurich_Kreis,modernized,26506.0,4.0,1.0,n,Norden,1.0,0.0,0.0,159000.0,1590.0,0,gas
n,1970.0,gas,n,130.0,Aurich_Kreis,mint_condition,26506.0,5.0,1.0,n,Norden,3.0,40.0,100.0,310000.0,2384.6153846153848,1,gas
n,2011.0,unknown,n,128.0,Aurich_Kreis,mint_condition,26506.0,5.0,1.0,n,Norden,3.0,40.0,100.0,415000.0,3242.1875,1,unknown
n,1990.0,unknown,n,222.0,Aurich_Kreis,unknown,26605.0,6.0,unknown,n,Aurich,7.0,0.0,0.0,290000.0,1306.3063063063064,0,unknown
n,1995.0,gas,n,170.0,Aurich_Kreis,mint_condition,26624.0,4.0,1.0,n,Südbrookmerland,5.0,2.4,6.0,269000.0,1582.3529411764705,1,gas
n,1969.0,electricity,n,90.0,Aurich_Kreis,unknown,26553.0,4.0,1.0,y,Dornum,1.0,2.4,16.0,179000.0,1988.888888888889,1,strom
n,1929.0,gas,n,130.0,Aurich_Kreis,well_kept,26759.0,5.0,1.0,n,other,3.0,2.4,16.0,146900.0,1130.0,1,gas
n,1992.0,gas,n,225.0,Aurich_Kreis,mint_condition,26624.0,9.0,1.0,n,Südbrookmerland,7.0,2.4,16.0,379000.0,1684.4444444444443,1,gas
n,1989.0,gas,y,274.0,Aurich_Kreis,well_kept,26607.0,8.0,1.0,n,Aurich,8.0,2.4,6.0,425000.0,1551.094890510949,1,gas
n,1976.0,gas,n,202.0,Aurich_Kreis,unknown,26639.0,8.0,1.0,n,Wiesmoor,6.0,2.4,16.0,275000.0,1361.3861386138617,1,gas
n,1996.0,gas,n,145.0,Aurich_Kreis,well_kept,26506.0,4.0,unknown,n,Norden,4.0,0.0,0.0,299000.0,2062.0689655172414,0,gas
n,1970.0,gas,n,120.0,Aurich_Kreis,well_kept,26603.0,6.0,1.0,n,Aurich,2.0,2.4,16.0,198000.0,1650.0,1,gas
n,1973.0,gas,n,160.0,Aurich_Kreis,well_kept,26624.0,6.0,0.0,n,Südbrookmerland,4.0,0.0,0.0,195000.0,1218.75,0,gas
n,1962.0,gas,n,105.0,Aurich_Kreis,unknown,26529.0,5.0,0.0,n,other,2.0,0.0,0.0,239000.0,2276.190476190476,0,gas
n,1916.0,electricity,n,95.0,Aurich_Kreis,well_kept,26736.0,4.0,1.0,n,Krummhörn,1.0,2.4,16.0,155000.0,1631.578947368421,1,strom
n,1997.0,gas,n,121.0,Aurich_Kreis,well_kept,26506.0,3.0,1.0,n,Norden,3.0,2.4,16.0,269000.0,2223.1404958677685,1,gas
n,1995.0,gas,n,250.0,Aurich_Kreis,well_kept,26639.0,6.0,1.0,n,Wiesmoor,7.0,2.4,16.0,334000.0,1336.0,1,gas
n,1999.0,gas,n,104.08,Aurich_Kreis,unknown,26736.0,4.0,1.0,n,Krummhörn,2.0,2.4,16.0,219000.0,2104.150653343582,1,gas
n,1954.0,electricity,n,86.0,Aurich_Kreis,well_kept,26639.0,3.0,1.0,n,Wiesmoor,1.0,2.4,16.0,120000.0,1395.3488372093022,1,strom
n,2011.0,gas,n,121.0,Aurich_Kreis,well_kept,26506.0,4.0,1.0,n,Norden,3.0,2.4,16.0,299000.0,2471.0743801652893,1,gas
n,1969.0,gas:wood,n,140.0,Aurich_Kreis,well_kept,26529.0,5.0,0.0,n,other,3.0,0.0,0.0,245000.0,1750.0,0,gas
n,1959.0,gas,n,140.0,Aurich_Kreis,refurbished,26529.0,3.0,0.0,n,other,3.0,0.0,0.0,265000.0,1892.857142857143,0,gas
n,1995.0,gas,n,120.0,Aurich_Kreis,well_kept,26532.0,4.0,1.0,n,Großheide,2.0,2.4,6.0,205900.0,1715.8333333333333,1,gas
n,2010.0,gas,n,210.0,Aurich_Kreis,mint_condition,26524.0,9.0,1.0,n,Hage,6.0,2.4,16.0,699000.0,3328.5714285714284,1,gas
n,2004.0,gas,n,90.0,Aurich_Kreis,well_kept,26529.0,5.0,1.0,n,other,1.0,2.4,6.0,189000.0,2100.0,1,gas
n,1997.0,gas,n,165.0,Aurich_Kreis,modernized,26529.0,5.0,1.0,n,other,5.0,2.4,6.0,279000.0,1690.909090909091,1,gas
n,1954.0,gas:wood,n,100.0,Aurich_Kreis,modernized,26524.0,3.0,0.0,n,other,1.0,0.0,0.0,250000.0,2500.0,0,gas
n,1961.0,gas:wood,y,120.0,Aurich_Kreis,well_kept,26529.0,4.0,1.0,n,other,2.0,0.0,0.0,239000.0,1991.6666666666667,0,gas
n,1970.0,gas,y,138.0,Aurich_Kreis,modernized,26524.0,7.0,1.0,n,Hage,3.0,4.0,16.0,259000.0,1876.8115942028985,1,gas
y,2021.0,gas,n,87.0,Aurich_Kreis,first_time_use,26736.0,3.0,1.0,n,Krummhörn,1.0,2.4,16.0,220000.0,2528.735632183908,1,gas
n,1930.0,gas,n,120.0,Aurich_Kreis,well_kept,26529.0,3.0,1.0,n,other,2.0,2.4,16.0,165000.0,1375.0,1,gas
n,1964.0,unknown,n,110.0,Aurich_Kreis,unknown,26553.0,6.0,1.0,n,Dornum,2.0,2.4,16.0,259000.0,2354.5454545454545,1,unknown
n,1971.0,natural_gas_light,n,150.0,Aurich_Kreis,well_kept,26624.0,6.0,1.0,n,Südbrookmerland,4.0,2.4,16.0,215000.0,1433.3333333333333,1,gas
n,1980.0,gas,y,160.0,Aurich_Kreis,well_kept,26524.0,5.0,1.0,n,Hage,4.0,2.4,16.0,259500.0,1621.875,1,gas
n,1971.0,gas,n,125.0,Aurich_Kreis,well_kept,26506.0,5.0,1.0,n,Norden,3.0,40.0,100.0,339500.0,2716.0,1,gas
n,2012.0,gas,n,110.0,Aurich_Kreis,well_kept,26506.0,4.0,0.0,y,Norden,2.0,0.0,0.0,275000.0,2500.0,0,gas
n,1912.0,natural_gas_light,n,320.0,Aurich_Kreis,unknown,26736.0,8.0,1.0,n,Krummhörn,8.0,10.0,50.0,255000.0,796.875,1,gas
n,1995.0,gas,n,171.0,Aurich_Kreis,well_kept,26736.0,6.0,1.0,n,Krummhörn,5.0,2.4,16.0,265000.0,1549.7076023391812,1,gas
n,1893.0,gas:electricity,n,114.0,Aurich_Kreis,unknown,26639.0,8.0,unknown,n,Wiesmoor,2.0,0.0,0.0,140000.0,1228.0701754385964,0,gas
n,1992.0,gas,n,216.0,Aurich_Kreis,well_kept,26524.0,6.0,1.0,n,other,6.0,4.0,16.0,339000.0,1569.4444444444443,1,gas
y,2019.0,gas,n,94.0,Aurich_Kreis,unknown,26629.0,3.0,0.0,n,Großefehn,1.0,0.0,0.0,279000.0,2968.0851063829787,0,gas
n,1952.0,gas,n,155.25,Aurich_Kreis,unknown,26632.0,5.0,1.0,n,Ihlow,4.0,2.4,16.0,189900.0,1223.1884057971015,1,gas
y,2020.0,gas,n,100.0,Aurich_Kreis,unknown,26629.0,4.0,1.0,n,Großefehn,1.0,40.0,100.0,229000.0,2290.0,1,gas
n,2014.0,district_heating,n,120.0,Aurich_Kreis,mint_condition,26632.0,4.0,0.0,n,Ihlow,2.0,0.0,0.0,320000.0,2666.6666666666665,0,fernwaerme
n,1950.0,gas,n,168.0,Aurich_Kreis,well_kept,26506.0,4.0,1.0,n,Norden,5.0,2.4,16.0,249000.0,1482.142857142857,1,gas
n,1964.0,gas,n,450.36,Aurich_Kreis,unknown,26571.0,9.0,1.0,n,other,8.0,40.0,100.0,1690000.0,3752.553512745359,1,gas
y,2021.0,gas,n,89.0,Aurich_Kreis,first_time_use,26553.0,3.0,1.0,n,Dornum,1.0,2.4,16.0,180000.0,2022.47191011236,1,gas
y,2021.0,gas,n,86.0,Aurich_Kreis,first_time_use,26553.0,3.0,1.0,n,Dornum,1.0,2.4,16.0,194000.0,2255.813953488372,1,gas
y,2021.0,gas,n,86.0,Aurich_Kreis,first_time_use,26553.0,3.0,1.0,n,Dornum,1.0,2.4,16.0,185000.0,2151.1627906976746,1,gas
n,1958.0,gas,n,75.0,Aurich_Kreis,unknown,26529.0,4.0,1.0,n,other,1.0,2.4,16.0,99000.0,1320.0,1,gas
n,1965.0,gas,n,170.0,Aurich_Kreis,fully_renovated,26506.0,6.0,0.0,n,Norden,5.0,0.0,0.0,259900.0,1528.8235294117646,0,gas
n,1992.0,gas,n,90.0,Aurich_Kreis,well_kept,26506.0,4.0,1.0,n,Norden,1.0,2.4,16.0,199000.0,2211.1111111111118,1,gas
n,1992.0,gas,n,90.0,Aurich_Kreis,well_kept,26506.0,4.0,1.0,n,Norden,1.0,2.4,16.0,179000.0,1988.888888888889,1,gas
y,2020.0,gas,n,135.0,Aurich_Kreis,mint_condition,26605.0,4.0,1.0,n,Aurich,3.0,2.4,16.0,282000.0,2088.8888888888887,1,gas
n,1970.0,natural_gas_light,y,95.0,Aurich_Kreis,unknown,26632.0,5.0,1.0,n,Ihlow,1.0,40.0,100.0,149000.0,1568.421052631579,1,gas
n,1919.0,gas,y,150.0,Aurich_Kreis,need_of_renovation,26629.0,5.0,1.0,n,Großefehn,4.0,2.4,16.0,145000.0,966.6666666666666,1,gas
n,1996.0,gas,y,196.0,Aurich_Kreis,well_kept,26736.0,6.0,1.0,y,Krummhörn,6.0,2.4,16.0,260000.0,1326.530612244898,1,gas
n,1966.0,gas,y,117.0,Aurich_Kreis,need_of_renovation,26603.0,5.0,1.0,n,Aurich,2.0,2.4,16.0,150000.0,1282.051282051282,1,gas
n,1981.0,gas,n,320.0,Aurich_Kreis,well_kept,26603.0,12.0,unknown,n,Aurich,8.0,0.0,0.0,375000.0,1171.875,0,gas
n,1981.0,unknown,n,175.0,Aurich_Kreis,well_kept,26736.0,7.0,1.0,n,Krummhörn,5.0,2.4,16.0,370000.0,2114.285714285714,1,unknown
n,1968.0,gas,y,140.0,Aurich_Kreis,well_kept,26624.0,5.0,1.0,n,Südbrookmerland,3.0,2.4,6.0,146000.0,1042.857142857143,1,gas
n,1962.0,unknown,y,80.0,Aurich_Kreis,well_kept,26603.0,4.0,1.0,n,Aurich,1.0,2.4,16.0,119000.0,1487.5,1,unknown
n,1954.0,gas,n,100.0,Aurich_Kreis,well_kept,26524.0,3.0,0.0,n,other,1.0,0.0,0.0,250000.0,2500.0,0,gas
n,1988.0,gas:wood,n,154.0,Aurich_Kreis,well_kept,26736.0,4.0,1.0,n,Krummhörn,4.0,2.4,16.0,448000.0,2909.090909090909,1,gas
n,2015.0,gas,n,110.0,Aurich_Kreis,mint_condition,26629.0,3.0,1.0,n,Großefehn,2.0,2.4,16.0,298000.0,2709.090909090909,1,gas
y,2020.0,unknown,n,113.0,Aurich_Kreis,first_time_use,26607.0,4.0,1.0,n,Aurich,2.0,0.0,0.0,244900.0,2167.2566371681414,0,unknown
n,1910.0,gas,n,217.48,Aurich_Kreis,fully_renovated,26632.0,7.0,0.0,n,Ihlow,6.0,0.0,0.0,349900.0,1608.8835755011955,0,gas
n,1960.0,gas,y,260.0,Aurich_Kreis,well_kept,26553.0,9.0,1.0,n,Dornum,7.0,2.4,16.0,259000.0,996.1538461538462,1,gas
n,2008.0,gas,n,368.0,Aurich_Kreis,unknown,26624.0,12.0,unknown,n,Südbrookmerland,8.0,0.0,0.0,499900.0,1358.4239130434785,0,gas
n,1950.0,natural_gas_light,n,115.0,Aurich_Kreis,well_kept,26736.0,4.0,1.0,n,Krummhörn,2.0,2.4,16.0,169000.0,1469.5652173913045,1,gas
